title,sub category,description,category,
SMOKED PAPRIKA POWDER - 1 KG./ IMPORT USA BEST SELLER,Rempah,"Natama ingredient
Supplier : hotel / resto/ cafe/catering/ bakery/cake
Phone/Wa. : 085763119435
*******************************************

Ready stock

Smoked paprika powder

Tersedia dalam kemasan sealing plastic repack:
- 250 gram
- 500 gram
- 1 kg.

Paprika smoke powder sangat cocok untuk taburan/ campuran berbagai macam aneka sajian.
Paprika smoked memiliki aroma, rasa yang khas dan sempurna.
Taburkan paprika smoked untuk menambah kenikmatan dan rasa pada sajian makanan anda.
*******************************************
Catatan :
- paprika smoked powder yang kami jual murni 100% asli dan terjamin tampa bahan campuran seperti yg banyak ditemukan dipasaran
-Pembelian secara rutin dan offline akan kami berikan harga terbaik.
- Melayani pengiriman utk seluruh wilayah indonesia.
*******************************************

Detail :
- expired terbaru
- baik disimpan dalam suhu normal ruangan
- kemasan segel/ rapih/ higienis
*******************************************

Salam hormat dari kami :
Natama ingredient",bumbu,
kayu Manis Pack,Garam & Merica,"Berat bersih 50 gram

Kayu manis (cinnomamum verum) merupakan rempah yang diambil dari kulit bagian dalam beberapa spesies pohon genus. Berbagai macam kuliner Indonesia banyak menggunakan kayu manis untuk bumbu masakannya seperti semur daging, sop, kari dan lainnya.

Kayu manis juga berkhasiat untuk pengobatan, diantaranya :
1. Dapat mengatur gula darah sehingga cocok untuk penderita diabetes
2. Mengurangi kadar kolesterol
3. Anti infeksi
4. Mengurangi rasa sakit
5. Mencegah dan mengobati kanker
6. Mengandung serat, kalsium, zat besi, dan mangan
7. Mencegah penyakit jantung, alzheimer dan parkinson dan lainnya

Hadir dalam kemasan pouch dengan berat bersih 50 gram, praktis untuk digunakan.

#obattradisional #rempah #murni #obat #cinnomamumverum",bumbu,
Gula Batu Kuning Murah Mutu Terbaik Merak (250Gr),Gula,"Gula Batu Kuning Kualitas Terbaik Asli Tebu 250Gr

1pack 250Gr Harga Rp 4.450,-/Pack
4pack 250Gr Harga 4.350,-/Pack

READY STOCK!!!

Merk: Merak
Expired Date: Bisa bertahan 6 bulan
Berat Bersih: 250Gr atau 1/4 kg
Packaging: Plastik bersih
Higienis

GULA BATU KUNING ASLI TEBU MERAK
LAIN DARIPADA YANG LAIN (Bukan Gula Batu Kuning Kristal)
DENGAN MANIS YANG BERKUALITAS UNTUK MENGHASILKAN RASA TERBAIK

Gula Batu Kuning ini Berbeda dengan Gula batu kuning kristal. Kalau Gula kristal kuning kegunaannya tidak jauh berbeda dengan gula batu putih kristal yang cocok utk diminum dengan teh poci. Namun Gula batu kuning kami ini lebih mudah larut, dan tanpa memakai bahan kimia. Jadi sangat cocok digunakan untuk minuman jamu dan wedang.

Dengan berbagai macam kelebihan :
1. DISERTAI LP-Pom MUI
2. Tanpa Kimia
3. Lebih Manis
4. Lebih murah
5. Lebih bersih

Produksi : CV. Harum Foods - Cirebon
P-IRT no : 209820901122222


GULA KUNING TEBU ASLI MERAK sangat cocok digunakan untuk mendukung usaha anda.
Cocok untuk jenis usaha Minuman Tradisional dan Minuman Kesehatan.

NOTE PENTING (WAJIB DIIBACA) :
1. Untuk mengetahui ready stok bisa menanyakan terlebih dahulu kepada kami via chat.
2. Mohon isi alamat yang lengkap dan benar (rt/rw/kec/kab/kode pos) beserta no.hp yang bisa dihubungi. Karena setelah melakukan pembayaran otomatis barang akan dikirim sesuai alamat yang tertera dan tidak bisa diubah.
3.Pengiriman setiap hari senin-jumat, hari sabtu/minggu/libur nasional admin libur. Pesanan yang masuk pada hari sabtu/minggu akan diproses hari senin.
4. Apabila ada chat pada hari libur, kami usahakan sebisa mungkin untuk membalas.
5. Untuk jam terima/proses orderan maksimal jam :
-Antaraja Sameday,Grab/Gojek Sameday maks jam 14:45
-Grab/Gojek Instan maks jam 15:30
-Ninja,J&t, Jne dan ,Antaraja regular maks jam 15:00

HAPPY SHOPPING :)",bumbu,
saos cabe belibis pouch 1kg,Aneka Sambal,"Kualitas cabe premium dan tidak encer,juga kadaluarsa yang masih jauh..murah banget",bumbu,
Odeng Eomuk Rasa Spicy dikit 200 gram sets odeng sama saus Murah Enak,Saus & Dressing,"Selalu ready stock
Rekomendasi kirim nya pake JNE YES dan , Grab, Go food.
Packing aman, HALAL ~^^
Barang HALAL, Packing aman dan jamin enak
Jam Buka/Operasional Toko :
Senin - sabtu 09.00-18.00 wib
Minggu/Tanggal Merah Libur
(orderan akan dikirim di hari berikutnya/ toko buka)


Bisa kirim ke jauh tapi rekomendasi pake expedisi yang cepat. JNE YES atu tiki Ons
DI luar kulaks msh bisa tahan 1 mingguan.
Simapn di dalam kulkas dan freezer bisa simpan 2 bulan.


* 200 Gram set odeng + saus :
- 1 Pack Odeng 200 gram (4 buah odeng)
- 1 Pack Bumbu(Original version), Rumput laut
- 4 buah tusukan
- Cara masak dan simpan

Barang HALAL, Packing aman dan jamin enak


Yang 200 gram bisa bikin 4 tusukan dan bisa makan 2 orang.
Rasa saus nya dikit pedas. kalau yang mau basic dan engga pedasi di note aja.

Film Korea dan TV show sering melihat wujud dari makanan ini sebagai makanan jalan Korea.
Kalau ke Korea sering bisa ketemu tempat jual odeng di jalan dan bayank orang korea makan di jalan berdiri.
Mau coba rasa Korea odeng tapi mau lebih taste spicy pasti boca ini.

Sekarang order di toko kami dan bisa coba enak makanan odeng dari Korea dan saus spesial Korea

Lengkap dengan Petunjuk Penyajian
1. Bahan Odeng langsung impor dari Korea pake asli
2. Bumbu odeng... Resep dan Dibuat oleh Chef Orang Korea langsung
3. Menggunakan Bumbu asli yang diimpor langsung dari Korea
4. Halal
5. Kualitas produk TERBUKTI & TERBAIK, dengan standarisasi Restaurant kelas.
6. Untuk pengiriman disarankan menggunakan JNE YES dan Sicepat, Grab, Go send

* Stock Ready ~ silakn order dan enjoy ~^^

#Odeng #eomuk #odeng #basoikan #sopkorea #makanankorea #korea",bumbu,
Kaldu Ayam 500ml tanpa garam tanpa msg chicken soup kaldu bayi broth,Kaldu & Penyedap Rasa,"Barang READY selama dipajang
Jadi langsung diorder saja",bumbu,
Cengkeh Kering Murni,Rempah,"Kemasan 100gr
MOHON BACA SEBELUM MEMBELI 🙏
Toko buka Pkl 09.00 - Pkl 15.00, MINGGU/TANGGAL MERAH TUTUP!

1. Silakan beli bubble wrap agar paket Anda lebih aman, berikut linknya: https://tokopedia.link/T8fV6rVk5Y

>> Barang pecah belah (botol2an kaca) atau fragile lain (kembang tahu atau misoa) > hanya kirim dengan GRAB! Jika mau yg lain, resiko hancur tidak terima komplain ya 🙂

2. Pembelian banyak jenis barang atau jumlah besar, silakan message kami. 🙏🏻

3. PENGIRIMAN [SENIN-JUMAT], diusahakan kirim secepatnya
- ANTERAJA & JNE akan dipick sore hari. Mohon menunggu dgn sabar
- Grab Sameday maksimal jam 12 siang

4. KERUSAKAN ATAU KEHILANGAN barang selama pengiriman menjadi tanggung jawab agen pengiriman. Kami sudah cek produk anda sebelum kami kirimkan.

Happy Shopping😊
Thank you 🙏",bumbu,
Gula aren asli gula merah 1.2 KG,Gula,"Gula aren asli berat sekitar 1.2 KG - 1.4 KG

Isi kurang lebih 8 biji.",bumbu,
Ricoman Light Brown Sugar 1Kg,Gula,"#5 bintang anda adalah semangat untuk kami terus memberikan yang terbaik#

Stok sudah update ke sistem. Kalau masih bisa order berarti pasti masih ada stok :)

** INI BUKAN GULA AREN / PALM SUGAR
>> Jika butuh Gula Aren / Palm Sugar, silahkan klik link dibawah ini :


** Ini adalah Brown Sugar yang seperti di luar negeri yang biasa digunakan untuk Bakery
______________________________________________________________
Jual RICOMAN light brown sugar 1Kg (fine textured)
Brown Sugar asli terbaik di Indonesia (BUKAN GULA AREN)

Mau yang lebih hemat ? Tersedia kemasan 2.5 kg dan 20 kg

______________________________________________________________
The standart Light Brown Sugar for Cake, Cookies, Topping, Dessert, Coffee, Tea

Ricoman Brown Sugar adalah brown sugar asli yang terbuat dari sari tebu dan disesuaikan dengan standar brown sugar Internasional

Ricoman Light Brown Sugar Berwarna coklat terang dan aroma Soft karamel. Sehingga menghasilkan rasa yang legit pada makanan dan minuman. tekstur ada sedikit lembab. Jangan disamakan dengan gula aren yang kering (Penting) !

Tekstur yang halus dan soft membuat Ricoman Light Brown Sugar lebih mudah larut untuk di mix dengan berbagai macam produk.

Komposisi : tebu

----------------------------------------------------------------------------------------------------------------------------------------
Setelah pemakaian :

Ricoman Light Brown Sugar ini rasanya lebih soft dari pada Ricoman Dark Brown Sugar, Jadi sangat cocok untuk resep yang tidak terlalu strong. Jika di dalam sesuatu resep tidak dicantum pemakaian dark atau light maka gunakanlah yang light sebagai pilihan.

Jadwal Pengiriman
JNE/J&T/Gojek/Grab : Orderan yang masuk sebelum jam 14:00 akan diproses di hari yang sama, jika lewat maka akan diproses di hari berikutnya",bumbu,
kaldu alami jamur merang kemasan 250 gram,Kaldu & Penyedap Rasa,"harga yg tertera adalah varian rasa origial jamur

exp Maret 2022

silahkan di order kak",bumbu,
Bumbu Opor Ayam,Bumbu Masak Instan,"Bahan :
Bawang merah, bawang putih, ketumbar, kemiri, merica, pala, jahe, kunyit, lengkuas, jinten, gula merah, serai, daun salam, gula, garam & penyedap.
.
Berat bersih 80 gr + daun salam

Bisa untuk masak :
1. Opor ayam 1 ekor kecil
2. Opor telor 8-10 pcs
3. Opor tahu 8-10 pcs
4. Opor kentang 1/2 kg

Buleg Ririn adalah Bumbu Instan yang terbuat dari bahan-bahan alami & tanpa pengawet Buatan.

Semua bahan-bahan yang dipakai adalah bahan segar pilihan & bumbu di masak (goreng) dengan kematangan yang pas untuk siap pakai, ini yang membuat awet, dengan ketahanan:
Suhu Ruang - 1 Minggu
Kulkas - 3 Minggu
Freezer - 2 Bulan

# Batas pembayaran untuk dikirim hari yang sama adalah jam 12.00 WIB

Salam masak sehat & enak ~ BULEG RIRIN",bumbu,
Bertolli Extra Virgin Olive Oil 500ml | Minyak Zaitun | Olive Oil,Minyak,"Bertolli Extra Virgin Olive Oil 500ml | Minyak Zaitun | Olive Oil

Kemasan : 500ml

BERAT PER SATUANNYA MENJADI 1KG KARENA KITA PACKING BUBBLE TEBAL DAN MENYEBABKAN PAKET MENJADI KENA VOLUME ^_^

Minyak Zaitun / Extra Virgin Oil dari Bertolli ini biasa digunakan pada minyak salad, dan masakan lainnya. Bisa untuk diminum juga lho :D
cukup 3ml saja jika untuk diminum.
Tidak bisa untuk masak ya.. karena ini murni Extra Virgin Olive Oil.. tidak mengandung lemak jadi mudah pecah saat kena panas :)

100% ORIGINAL

HALAL MUI

Yuk segera diorder guys :) :D

* Produk ini menggunakan packaging Kaca..
Harap tambah bubble wrap agar meminimalisir pecah saat pengiriman",bumbu,
Kunyit Bubuk Murni 1000 gram / Pure Turmeric Powder 1 kg,Rempah,not found,bumbu,
RASA - Oregano Leaves 12 gr - Daun Oregano - Bumbu Masakan,Saus & Dressing,"- Freshly Ground
- No MSG
- No Preservatives
- 100% Pure
- Best Quality

Netto : 12gr

Exp : 7 Juli 2021

Sering digunakan pada masakan Italia. Cocok jika digunakan pada pasta, daging, dan semua masakan yang mengandung tomat. Oregano juga cocok dipadukan dengan bawang putih, timi, peterseli, kemangi, dan jintan.

CARA PENYIMPANAN:
- Simpan di tempat kering, sejuk dan berangin sebelum dan setelah kemasan dibuka.
- Jika Menggumpal, kocok 3x dan tekstur akan kembali seperti semula. Jika tidak, pastikan produk masih layak untuk dipakai
- Penggumpalan alami terjadi karena produk RASA tidak menggunakan FILLER / ANTI GUMPAL
- Ciri produk rusak Jika berjamur / bau apek / RASA berubah / berwarna gelap atau keabu-abuan.

Manfaat Oregano bisa digunakan untuk Antioksidan, Antijamur, Antibakteri, dan Membunuh MRSA, Antiperadangan, Berguna untuk ISPA, dan bisa digunakan untuk Mencegah Kanker. Selain khasiat di atas, oregano pun berkhasiat untuk nyeri otot, mengatasi jerawat, ketombe, bronkitis, sakit gigi, perut kembung, sakit kepala, alergi, parasit usus, sakit telinga, kelelahan, dan sakit saat menstruasi. Bahkan oregano bisa digunakan untuk mengusir serangga. Oregano dikenal juga sebagai obat untuk menghilangkan jamur di kulit atau kuku.


#Oreganoleaves #daunoregano #bumbumasakan #bumbusehat #jagapati",bumbu,
Shan Bombay Biryani Masala,Bumbu Masak Instan,"60 gram nett, packaging original pakistan (Bombay biryani)

Ada Varian Lain Chicken Biryani.

Merk ini paling enak daripada yang lain.

Bumbu asli Dan harga paling murah se tokopedia.

Tersedia juga bumbu lainseperti Nihari masala, Shami kabab, Chaat Masala, haleem, meat Masala, Murghi Masala (Chicken Masala), Kapulaga, Beras Basmati dan lain- lain. Check di list toko Bombay Khana, Terjamin termurah dan Expired masih jauh.",bumbu,
Cabe merah giling halus,Aneka Sambal,"Cabe merah giling halus.
100 persen gak ada ada campuran. Cuma garam dikit.
Harga per 1/2kg atau 500gr.",bumbu,
Cabe Bubuk Korea (Halus) 100 gram Chili Powder Gochugaru made in China,Aneka Sambal,"Chili powder atau cabe bubuk halus korea istilah lain gochugaru
Adalah cabai bubuk yg biasa digunakan sebagai tambahan rasa pedas pada masakan korea. Bisa juga sebaia tambahan rasa spicy pada mie, ayam atau masakan lainnya

Bisa juga untuk bumbu tabur.
Siap digunakan

Made in china
Exp 1 tahun dr sekarang
Nett 100 gram
Kemasan polos (repack dr kemasan asli 25kg)",bumbu,
[BTL] Koepoe Koepoe Jahe Bubuk 25GR | Ginger Powder Kupu Kupu,Garam & Merica,"Dear All,

Semua produk yang di etalase ready dan expired lama karena pengiriman fresh dari pabrik.

Untuk produk [FRESH] adalah produk segar yang disupply oleh petani mancanegara, maka dari itu untuk menjaga kesegaran order akan diproses H+1 order diterima, order diatas pk 16:00 akan diproses H+2.

Kami mohon maaf apabila terjadi keterlambatan pengiriman. Pesanan pasti akan dikirim sesuai dengan antrian packing ya.

Jadwal pengiriman Senin-Sabtu (Minggu Tutup)
- Instant/Same Day akan dipick up pkl 12:00
- Reguler akan dipick up pkl 18:00, status akan update malam hari.

Kendala pengiriman dapat menghubungi:
- Anteraja 50603333
- Sicepat 50200050
- JNE 29278888
- Grab 80648777

Terima kasih.",bumbu,
Pura Purest Sea Salt Coarse 300gr (Garam Laut Natural),Garam & Merica,"Pura menghadirkan Sea Salt alami pertama di Indonesia yang hanya menggunakan bahan baku kualitas grade S dan hanya dipanen 1x dalam 1 tahun. Menjadikannya sebagai garam laut terbaik dan paling murni.

Pura Sea Salt adalah Garam Natural (Unrefined Salt), tanpa melalui proses bleaching, tanpa anti caking dan bahan tambahan kimia lainnya. Diproses secara natural untuk menjaga kandungan mineral yang penting untuk tubuh serta memiliki kandungan natrium yang lebih rendah.

Pura Sea Salt telah tersertifikasi BPOM, Halal MUI, SNI dan bersertifikasi ISO 22000 (Food Safety) serta Gluten Free dan Non GMO.

Pura Sea Salt not only tastier, PURA has quite many health benefits :
1. Lower Sodium
2. Good for diet and body detox
3. 80/+ Traces of minerals
4. Improves sleep quality
5. Alkalizing to the body
6. Good for skin, bone health and muscle health
7. Contains electrolytes

Pura, Live The Purest!

#SehatMulaiDariPura #BestForFamily #PuraSeaSalt",bumbu,
Jay's Garlic Bread Seasoning,Garam & Merica,"Perhatikan sblm Cek Out:
1. Jika kondisi barang RUSAK/PECAH/PENYOK krn pengiriman silahkan KOMPLAIN melalui SISTEM TOKOPEDIA (sertai FOTO dan VIDEO Unboxing), Kami siap membantu klaim, tidak bisa retur / tukar barang krn pengiriman ya Kak 😊
2. Jika memungkinkan gunakan INSTANT / SAMEDAY, lebih cepat sampai, lebih AMAN dari kerusakan.
3. Untuk Produk yang SOLD OUT, maka kami akan segera Chat kakak untuk MENUKAR/REFUND melalui Chat di TOKOPEDIA, jika tidak ada konfirmasi, kami REFUND dana.
4. Pesanan DIPROSES dihari yg Sama (Sebelum Jam 4 Sore), Jika urgent, chat kami ya kak 😊
5. Komplain krn SALAH/TERTUKAR/KURANG Produk silahkan disertai bukti FOTO (Sticker RESI) & VIDEO Unboxingnya, diskusikan dengan BAIK & SOPAN agar pelayanan baik ya kak 😊
6. Pembelian PRODUK sudah TERMASUK BUBBLE WRAP & LAPIS DUS (Sesuai kebutuhan), sudah AMAN, Dibungkus dg Bubble Wrap lagi Dusnya (EXTRA Untuk pecah belah). Jika merasa KURANG silahkan ditambah lagi ya Kak 😊
*Penambahan Extra Bubble Wrap bukanlah GARANSI / ASURANSI barang PASTI aman NAMUN akan MEMINIMALISIR KERUSAKAN.

LINK pembelian EXTRA BUBBLE WRAP:

____________________________________________________________________________________________________________
Garlic Bread Seasoning 85 Gr (Bumbu Roti Bawang Putih)

Bumbu Roti Bawang Jay digunakan untuk membuat roti bawang putih bergaya restoran asli.
• - Campur 1 sdm mentega dengan 1 sdt Bumbu Roti Bawang Putih
• - Oleskan pada roti Prancis atau roti favorit Anda
• - Panggang sampai keemas-an lalu siap untuk disajikan.
Berat bersih: Botol 85gr
Komposisi: Bawang Putih, Peterseli, Garam, Paprika. Tanpa MSG",bumbu,
FiberCreme Folding Box 450gr Twinpack,Santan,"2 pack Ellenka Fibercreme 450 gr

FiberCreme adalah krimer serbaguna tinggi serat yang dapat diaplikasikan ke makanan atau minuman sebagai pengganti santan atau susu. Dengan menambahkan FiberCreme, Anda sekeluarga bisa #NikmatiHidup dengan sajian yang terasa lebih creamy dan gurih namun tetap sehat. Kandungan rendah gula, tinggi serat, nol kolesterol, bebas laktosa, bebas gluten dan tanpa pengawetnya juga cocok untuk diet Anda yang sedang berusaha menurunkan berat badan ataupun Anda yang memiliki riwayat diabetes dan kolesterol tinggi.

Selain praktis, FiberCreme juga merupakan alternatif yang lebih hemat. Cukup larutkan 100 gram FiberCreme dengan 300 ml air hangat untuk mendapatkan 400 ml pengganti santan yang dapat langsung digunakan untuk masakan sehari-hari.


Komposisi: OligosaccharideHidrogenasi minyak yang dapat dilarutkanMinyak Protein (caseinate) * Stabilizer Dipotassium Phosphate (E340ii) Sodium Polyphosphate (E452i) Distilled mono & digliserides (E471) Sodium stearoyllactylate (E481i) Anti caking agentSilica dioxide (E551) *) mengandung alergen susu.

No BPOM: 802313004107
No Halal: 120061610612
Expired Date: 12-24 Bulan",bumbu,
Koki Jempol Bumbu Miso Soup,Bumbu Masak Instan,"Bumbu Miso Soup Koki Jempol 60gr.

1 sachet untuk 1 liter air.
Masak air hingga mendidih, masukkan bumbu Miso Soup Koki Jempol beserta tahu jepang/tofu dan rumput laut.
Masak sebentar, taburkan irisan daun bawang, soup siap dinikmati bersama keluarga tercinta.
(Bisa untuk 5 porsi, tergantung besar kecilnya mangkok).

CATATAN :
Untuk pengiriman di hari yg sama, setiap Senin-Jumat maksimal jam 13.00 dan Sabtu maksimal jam 11.00.

Order lebih dari jam di atas, akan dikirim besoknya.

Hari Minggu/tanggal merah pengiriman libur 🙏",bumbu,
Tare Sauce KETO Japanese BBQ ala Kintan/Gyukaku NO SUGAR,Saus & Dressing,"Tare Sauce Japanese BBQ/Saus Yakiniku Resto Jepang Ala Gyukaku Kintan versi KETO (NO SUGAR)

Isi 500ml

Untuk versi keto ini, kami tidak menggunakan gula jenis apapun. Silakan anda menambahkan pemanis non-gula sesuai selera: stevia, monk fruit, Lakanto, erythritol, dsb. Cocok untuk penderita diabetes atau yang sedang diet Keto dan Paleo.

Link versi Original (non-keto):

Sering makan di resto Japanese BBQ seperti Kintan atau Gyu-Kaku? Lebih hemat beli bumbunya saja, daging slice bisa dibeli juga di toko2 daging di Tokopedia.

Bumbu ini bikinan sendiri dari resep seorang chef resto jepang, rasa dijamin enak. Mengandung mirin, tapi dalam proses pembuatannya mirin tersebut dibakar (flambe). Juga saus ini direbus dalam waktu lama. Jadi seharusnya alkohol sudah menguap semua saat dibakar bersama daging.

Rasa: Manis gurih (TANPA MSG), tidak pedas. Cocok untuk anak-anak.
Kalau ingin persis seperti di restoran, bisa ditambahkan MSG sendiri, rasanya akan seperti Kintan atau Gyukaku. Ingin pedas bisa ditambahkan bubuk cabe.

Setengah liter saus bisa untuk berkilo-kilo daging.
Saus ini dipakai SEBELUM proses pemanggangan.

Dibuat dalam batch kecil supaya selalu segar.

Note untuk pengiriman:
Pengiriman dari daerah Pejaten, Jakarta Selatan (+/- 200m dari Pejaten Village Mall).
Bila lokasi anda cukup dekat, sebaiknya pilih kurir bermotor instant.
Atau pilih AntarAja Sameday bila lokasi anda masih Jabodetabek.",bumbu,
